Resignation,Business Travel,CF_age band,CF_current Employee,Current Status,Department,Education,Employee Number,Gender,Job Role,Marital Status,Over Time,Trainings Last Year,Age,Daily Rate,Distance From Home,Education Degree,Environment Satisfaction,Job Involvement,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Stock Option Level,Total Working Years,Work Life Balance,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Medical,190,Female,Laboratory Technician,Single,No,2,32,1033,9,Bachelor's Degree,1,3,1,4200,7,22,4,0,10,4,4,0,4
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,192,Male,Research Scientist,Single,No,2,45,1316,29,Bachelor's Degree,3,3,4,3452,5,13,3,0,9,2,5,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Technical Degree,193,Female,Research Scientist,Single,Yes,2,38,364,3,Doctoral Degree,4,3,3,4317,3,20,4,0,19,3,2,2,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,194,Female,Research Scientist,Single,No,4,30,438,18,Bachelor's Degree,1,3,3,2632,1,14,3,0,5,2,4,0,4
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Medical,195,Male,Sales Executive,Divorced,No,2,32,689,9,Associates Degree,4,1,4,4668,0,17,3,3,9,4,7,0,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Technical Degree,197,Female,Research Scientist,Divorced,No,3,30,201,5,Bachelor's Degree,4,3,1,3204,5,14,3,1,8,3,2,2,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,198,Male,Laboratory Technician,Single,No,3,30,1427,2,High School,2,2,4,2720,0,13,3,0,6,3,3,1,2
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,199,Male,Manager,Divorced,No,2,41,857,10,Bachelor's Degree,4,2,1,17181,4,13,3,1,21,2,6,7,7
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,200,Male,Laboratory Technician,Married,No,2,41,933,9,Master's Degree,3,3,1,2238,2,21,4,1,7,3,0,1,4
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Medical,201,Female,Laboratory Technician,Single,No,3,19,1181,3,High School,2,3,2,1483,1,14,3,0,1,3,0,0,0
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,202,Female,Research Scientist,Divorced,No,2,40,1395,26,Bachelor's Degree,2,3,2,5605,1,11,3,1,20,3,7,2,13
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,204,Male,Sales Executive,Married,No,3,35,662,1,Doctoral Degree,3,3,2,7295,1,13,3,2,10,3,8,0,6
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,205,Male,Sales Representative,Married,Yes,3,53,1436,6,Associates Degree,2,3,3,2306,2,20,4,1,13,1,7,4,5
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,206,Male,Laboratory Technician,Divorced,No,2,45,194,9,Bachelor's Degree,2,3,2,2348,8,18,3,1,20,1,9,0,15
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Marketing,207,Female,Sales Executive,Single,No,2,32,967,8,Bachelor's Degree,2,3,4,8998,1,14,3,0,9,3,8,3,7
No,Non-Travel,25 - 34,1,Current Employees,R&D,Technical Degree,208,Male,Manufacturing Director,Married,No,1,29,1496,1,High School,4,3,3,4319,1,13,3,1,10,3,7,0,9
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,211,Male,Manufacturing Director,Married,No,2,51,1169,7,Master's Degree,2,2,3,6132,2,17,3,0,10,3,0,0,0
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Medical,214,Female,Research Scientist,Married,Yes,3,58,1145,9,Bachelor's Degree,2,2,2,3346,4,20,4,1,9,2,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,215,Male,Sales Executive,Married,No,2,40,630,4,Master's Degree,3,2,4,10855,7,11,3,1,15,2,11,2,11
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Marketing,216,Female,Sales Representative,Married,No,3,34,303,2,Master's Degree,3,3,3,2231,6,18,3,1,6,3,3,1,2
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Medical,217,Male,Research Scientist,Married,No,6,22,1256,19,High School,3,3,4,2323,1,24,4,2,2,3,2,2,2
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,218,Male,Research Scientist,Divorced,No,1,27,691,9,Bachelor's Degree,4,3,2,2024,6,18,3,1,6,1,2,2,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,221,Male,Research Scientist,Married,No,2,28,440,21,Bachelor's Degree,3,3,4,2713,1,11,3,1,5,1,2,0,2
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Life Sciences,223,Male,Healthcare Representative,Divorced,Yes,2,57,334,24,Associates Degree,3,4,4,9439,3,16,3,1,12,1,3,1,4
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,224,Male,Research Scientist,Divorced,Yes,2,27,1450,3,Bachelor's Degree,3,2,3,2566,1,15,3,1,1,2,1,0,1
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,226,Female,Manager,Single,No,5,50,1452,11,Bachelor's Degree,3,3,2,19926,3,15,3,0,21,3,4,4,4
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,227,Male,Research Scientist,Divorced,No,2,41,465,14,Bachelor's Degree,1,3,3,2451,4,12,3,1,13,3,8,1,8
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Life Sciences,228,Female,Sales Executive,Married,No,2,30,1339,5,Bachelor's Degree,2,3,4,9419,2,12,3,1,12,3,9,7,4
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,230,Female,Sales Executive,Single,No,2,38,702,1,Master's Degree,1,2,4,8686,4,22,4,0,12,4,3,0,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,231,Male,Research Scientist,Single,No,2,32,120,6,Doctoral Degree,3,3,3,3038,3,20,4,0,8,3,4,1,4
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Technical Degree,233,Male,Research Scientist,Married,Yes,3,27,1157,17,Bachelor's Degree,3,3,2,3058,0,16,3,1,6,2,2,1,1
Yes,Travel_Frequently,Under 25,0,Ex-Employees,Sales,Technical Degree,235,Female,Sales Representative,Single,No,5,19,602,1,High School,3,1,1,2325,0,21,4,0,1,4,0,0,0
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,238,Male,Laboratory Technician,Single,No,3,36,1480,3,Associates Degree,4,3,2,2088,4,12,3,0,13,2,7,7,2
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,239,Male,Laboratory Technician,Divorced,No,4,30,111,9,Bachelor's Degree,3,3,1,3072,1,11,3,2,12,3,9,6,10
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Life Sciences,240,Female,Sales Executive,Divorced,Yes,3,45,1268,4,Associates Degree,3,3,1,5006,4,11,3,1,9,4,4,0,3
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Life Sciences,241,Female,Research Scientist,Divorced,Yes,3,56,713,8,Bachelor's Degree,3,3,1,4257,4,18,3,1,19,3,2,2,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,242,Male,Research Scientist,Single,No,2,33,134,2,Bachelor's Degree,3,3,4,2500,0,14,3,0,4,4,1,0,2
Yes,Travel_Rarely,Under 25,0,Ex-Employees,R&D,Life Sciences,243,Male,Laboratory Technician,Single,No,3,19,303,2,Bachelor's Degree,2,2,4,1102,1,22,4,0,1,2,0,1,0
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,244,Female,Sales Executive,Divorced,No,2,46,526,1,Associates Degree,2,3,1,10453,1,25,4,3,24,3,13,15,7
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,245,Female,Laboratory Technician,Single,No,3,38,1380,9,Associates Degree,3,3,4,2288,1,12,3,0,2,3,2,2,1
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,246,Female,Research Scientist,Married,Yes,0,31,140,12,High School,3,3,4,3929,8,23,4,1,7,3,2,0,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,247,Female,Research Scientist,Single,No,3,34,629,27,Associates Degree,4,3,2,2311,2,15,3,0,9,3,2,1,2
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,Sales,Marketing,248,Female,Sales Representative,Single,Yes,5,41,1356,20,Associates Degree,2,3,2,3140,1,22,4,0,4,2,3,0,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,249,Male,Laboratory Technician,Married,No,2,50,328,1,Bachelor's Degree,3,2,3,3690,2,15,3,1,5,2,2,0,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,250,Female,Manufacturing Director,Divorced,No,3,53,1084,13,Associates Degree,4,4,1,4450,1,11,3,2,5,3,2,1,3
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,252,Female,Research Scientist,Married,No,5,33,931,14,Bachelor's Degree,4,3,2,2756,1,13,3,1,8,3,7,1,6
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,253,Female,Manager,Married,No,2,40,989,4,High School,4,3,3,19033,1,14,3,1,21,3,8,9,9
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Medical,254,Male,Research Director,Single,No,3,55,692,14,Master's Degree,3,4,2,18722,8,11,3,0,36,3,15,2,15
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,256,Male,Manufacturing Director,Married,No,2,34,1069,2,High School,4,2,3,9547,1,17,3,0,10,2,9,1,9
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,258,Female,Healthcare Representative,Single,No,6,51,313,3,Bachelor's Degree,4,3,2,13734,3,18,3,0,21,3,7,1,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,259,Male,Manager,Married,No,5,52,699,1,Master's Degree,3,2,3,19999,0,14,3,1,34,3,18,11,9
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,260,Female,Research Scientist,Single,No,2,27,894,9,Bachelor's Degree,4,3,2,2279,1,16,3,0,7,2,7,0,3
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,R&D,Life Sciences,261,Male,Manufacturing Director,Married,Yes,1,35,556,23,Associates Degree,2,2,3,5916,3,13,3,0,8,3,0,0,1
No,Non-Travel,35 - 44,1,Current Employees,R&D,Medical,262,Male,Research Scientist,Divorced,No,3,43,1344,7,Bachelor's Degree,4,4,4,2089,4,14,3,3,7,4,4,2,2
No,Non-Travel,45 - 54,1,Current Employees,R&D,Medical,264,Male,Manager,Married,No,1,45,1195,2,Associates Degree,1,2,4,16792,9,23,4,1,22,3,8,11,8
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,267,Male,Research Scientist,Married,Yes,3,37,290,21,Bachelor's Degree,2,4,1,3564,1,12,3,1,8,2,7,1,7
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,269,Female,Laboratory Technician,Single,No,5,35,138,2,Bachelor's Degree,2,3,2,4425,5,11,3,0,10,3,2,1,2
No,Non-Travel,35 - 44,1,Current Employees,R&D,Medical,270,Female,Manufacturing Director,Divorced,No,5,42,926,21,Associates Degree,3,3,3,5265,2,16,3,1,11,3,3,0,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,271,Male,Manufacturing Director,Married,No,3,38,1261,2,Master's Degree,4,3,3,6553,9,14,3,0,14,3,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Technical Degree,273,Male,Manufacturing Director,Married,No,3,38,1084,29,Bachelor's Degree,4,3,4,6261,3,18,3,1,9,1,7,1,7
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Technical Degree,274,Male,Manufacturing Director,Married,No,1,27,472,1,High School,3,2,1,4298,5,19,3,1,6,3,2,2,0
No,Non-Travel,45 - 54,1,Current Employees,R&D,Life Sciences,275,Male,Manufacturing Director,Divorced,Yes,0,49,1002,18,Master's Degree,4,3,4,6804,1,15,3,2,7,3,7,1,7
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Medical,277,Male,Research Scientist,Divorced,Yes,4,34,878,10,Master's Degree,4,3,3,3815,1,17,3,1,5,4,3,2,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,281,Male,Laboratory Technician,Married,Yes,2,40,905,19,Associates Degree,3,3,4,2741,8,15,3,1,15,4,2,3,7
Yes,Travel_Rarely,35 - 44,0,Ex-Employees,R&D,Medical,282,Male,Healthcare Representative,Married,Yes,2,38,1180,29,High School,2,3,1,6673,7,19,3,0,17,3,0,0,0
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,Sales,Marketing,283,Female,Sales Executive,Married,No,3,29,121,27,Bachelor's Degree,2,3,4,7639,1,22,4,3,10,2,4,1,9
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Life Sciences,284,Male,Research Scientist,Divorced,Yes,2,22,1136,5,Bachelor's Degree,4,4,2,2328,1,16,3,1,4,2,2,2,2
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,286,Female,Laboratory Technician,Single,No,2,36,635,18,High School,2,3,4,2153,1,13,3,0,8,3,1,1,7
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,287,Male,Healthcare Representative,Married,No,5,40,1151,9,Doctoral Degree,4,2,4,4876,9,14,3,1,5,1,2,0,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,288,Male,Healthcare Representative,Divorced,No,3,46,644,1,Master's Degree,4,3,1,9396,7,16,3,1,17,3,2,0,3
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,Sales,Medical,291,Male,Sales Executive,Married,No,2,32,1045,4,Master's Degree,4,1,4,10400,1,11,3,0,14,2,8,9,8
No,Non-Travel,25 - 34,1,Current Employees,R&D,Life Sciences,292,Male,Manufacturing Director,Single,No,2,30,829,1,High School,3,2,3,8474,1,22,4,0,12,3,8,5,8
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Life Sciences,293,Female,Sales Executive,Single,No,2,27,1242,20,Bachelor's Degree,4,3,3,9981,1,14,3,0,7,3,7,0,7
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,296,Male,Research Director,Married,No,5,51,1469,8,Master's Degree,2,2,2,12490,5,16,3,2,16,1,9,4,7
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Technical Degree,297,Female,Research Scientist,Single,Yes,5,30,1005,3,Bachelor's Degree,4,3,1,2657,5,11,3,0,8,3,2,0,4
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,298,Female,Manager,Single,Yes,3,41,896,6,Bachelor's Degree,4,3,4,13591,3,18,3,0,16,3,0,0,0
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,Sales,Marketing,299,Female,Sales Executive,Single,No,5,30,334,26,Master's Degree,3,2,1,6696,5,15,3,0,9,2,3,0,1
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Technical Degree,300,Male,Research Scientist,Single,No,1,29,992,1,Bachelor's Degree,3,3,3,2058,0,14,3,0,7,2,2,1,5
No,Non-Travel,45 - 54,1,Current Employees,Sales,Medical,302,Female,Sales Executive,Single,No,2,45,1052,6,Bachelor's Degree,4,2,4,8865,6,12,3,0,23,3,7,12,8
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,303,Female,Sales Executive,Married,No,4,54,1147,3,Bachelor's Degree,4,3,1,5940,2,14,3,1,16,3,2,0,5
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,304,Male,Laboratory Technician,Single,No,3,36,1396,5,Associates Degree,4,3,2,5914,8,16,3,0,16,4,11,3,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,305,Female,Research Scientist,Married,No,3,33,147,4,Master's Degree,3,2,2,2622,6,21,4,0,7,3,2,1,1
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Other,306,Male,Research Director,Divorced,Yes,1,37,663,11,Bachelor's Degree,2,3,4,12185,1,14,3,3,10,3,8,0,7
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,307,Male,Sales Executive,Divorced,No,6,38,119,3,Bachelor's Degree,1,3,3,10609,0,12,3,2,17,2,10,5,13
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,308,Male,Manufacturing Director,Married,No,2,31,979,1,Master's Degree,3,1,3,4345,0,12,3,1,6,3,4,1,4
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Life Sciences,309,Male,Research Scientist,Married,No,6,59,142,3,Bachelor's Degree,3,2,4,2177,3,17,3,1,7,3,0,0,0
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Marketing,311,Male,Sales Representative,Divorced,No,2,37,319,4,Master's Degree,1,3,4,2793,4,17,3,1,13,3,8,5,8
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Medical,312,Female,Sales Executive,Married,No,5,29,1413,1,High School,2,3,4,7918,1,14,3,1,11,3,10,4,1
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Marketing,314,Female,Sales Executive,Single,No,3,35,944,1,Bachelor's Degree,3,3,3,8789,1,14,3,0,10,4,7,0,8
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Medical,315,Male,Research Scientist,Single,Yes,3,29,896,18,High School,3,2,4,2389,1,13,3,0,4,2,3,0,1
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,316,Female,Laboratory Technician,Single,No,3,52,1323,2,Bachelor's Degree,3,2,4,3212,7,15,3,0,6,2,2,2,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Technical Degree,319,Male,Manager,Married,No,3,42,532,4,Associates Degree,3,3,4,19232,1,11,3,0,22,3,17,11,15
No,Travel_Rarely,Over 55,1,Current Employees,HR,Medical,321,Male,Human Resources,Married,No,2,59,818,6,Associates Degree,2,3,3,2267,8,17,3,0,7,2,2,2,2
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Medical,323,Female,Manager,Divorced,No,3,50,854,1,Master's Degree,4,3,4,19517,3,11,3,1,32,2,0,0,6
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Medical,325,Male,Laboratory Technician,Married,Yes,2,33,813,14,Bachelor's Degree,3,3,4,2436,5,13,3,1,8,1,4,0,4
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,327,Female,Manager,Married,Yes,3,43,1034,16,Bachelor's Degree,4,3,4,16064,5,22,4,1,22,3,13,1,9
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,328,Female,Laboratory Technician,Married,No,3,33,465,2,Associates Degree,1,3,1,2707,7,20,4,0,13,4,7,1,7
No,Non-Travel,45 - 54,1,Current Employees,Sales,Life Sciences,329,Male,Manager,Single,Yes,2,52,771,2,Master's Degree,1,2,3,19068,1,18,3,0,33,4,7,15,12
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Life Sciences,330,Female,Sales Representative,Married,No,5,32,1401,4,Associates Degree,3,3,2,3931,2,11,3,1,6,3,3,1,2
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,331,Male,Laboratory Technician,Single,Yes,2,32,515,1,Bachelor's Degree,4,2,3,3730,0,14,3,0,4,1,2,1,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,332,Female,Laboratory Technician,Divorced,No,1,39,1431,1,Master's Degree,3,3,3,2232,7,14,3,3,7,3,2,1,2
No,Non-Travel,25 - 34,1,Current Employees,Sales,Marketing,333,Male,Sales Executive,Married,No,2,32,976,26,Master's Degree,3,3,4,4465,0,18,3,0,4,3,2,2,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,334,Male,Research Scientist,Divorced,No,2,41,1411,19,Associates Degree,3,3,1,3072,2,16,3,2,17,2,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Technical Degree,335,Male,Research Scientist,Divorced,No,3,40,1300,24,Associates Degree,1,3,4,3319,1,17,3,2,9,3,8,4,7
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Other,336,Male,Manager,Married,No,2,45,252,1,Bachelor's Degree,3,4,4,19202,0,11,3,1,25,3,0,1,7
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Medical,337,Male,Research Director,Divorced,No,3,31,1327,3,Master's Degree,2,3,3,13675,9,12,3,1,9,3,2,2,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,338,Female,Research Scientist,Married,No,2,33,832,5,Master's Degree,3,2,4,2911,1,13,3,1,2,2,2,0,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,339,Male,Manufacturing Director,Married,No,3,34,470,2,Master's Degree,4,2,1,5957,6,13,3,1,13,3,9,5,9
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,340,Female,Research Scientist,Married,No,2,37,1017,1,Associates Degree,3,2,1,3920,2,14,3,1,17,2,1,0,2
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Life Sciences,341,Male,Manufacturing Director,Married,No,1,45,1199,7,Master's Degree,1,4,3,6434,4,17,3,1,9,3,2,0,2
Yes,Travel_Frequently,35 - 44,0,Ex-Employees,R&D,Medical,342,Male,Manufacturing Director,Divorced,No,5,37,504,10,Bachelor's Degree,1,3,3,10048,6,11,3,2,17,3,0,0,0
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Technical Degree,343,Female,Healthcare Representative,Single,No,1,39,505,2,Master's Degree,3,3,3,10938,0,25,4,0,20,3,6,11,8
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,346,Male,Research Scientist,Single,No,1,29,665,15,Bachelor's Degree,3,3,4,2340,1,19,3,0,6,3,5,1,5
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,347,Female,Research Scientist,Single,Yes,1,42,916,17,Associates Degree,4,4,1,6545,3,13,3,0,10,3,2,0,2
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,349,Male,Sales Executive,Divorced,No,2,29,1247,20,Associates Degree,4,3,4,6931,2,14,3,1,10,3,2,0,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,350,Female,Manufacturing Director,Married,No,3,25,685,1,Bachelor's Degree,1,3,3,4898,0,12,3,2,5,3,2,1,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,351,Female,Laboratory Technician,Divorced,Yes,4,42,269,2,Bachelor's Degree,4,2,1,2593,0,11,3,1,10,3,6,7,8
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,352,Male,Research Director,Divorced,No,5,40,1416,2,Associates Degree,1,3,3,19436,0,19,3,1,22,3,7,3,9
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,353,Male,Research Scientist,Married,No,0,51,833,1,Bachelor's Degree,3,3,4,2723,1,11,3,0,1,2,0,0,0
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,R&D,Medical,355,Male,Laboratory Technician,Single,No,2,31,307,29,Associates Degree,3,2,2,3479,0,11,3,0,6,4,4,1,4
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,359,Male,Laboratory Technician,Married,No,3,32,1311,7,Bachelor's Degree,2,4,2,2794,1,20,4,0,5,1,1,0,3
No,Non-Travel,35 - 44,1,Current Employees,Sales,Life Sciences,361,Male,Sales Executive,Married,No,0,38,1327,2,Associates Degree,4,2,4,5249,3,18,3,1,13,3,7,7,5
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Technical Degree,362,Male,Laboratory Technician,Single,No,5,32,128,2,High School,4,2,1,2176,4,13,3,0,9,3,2,0,4
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Technical Degree,363,Female,Manager,Married,Yes,2,46,488,2,Bachelor's Degree,3,1,2,16872,3,12,3,1,28,2,7,7,7
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,364,Male,Laboratory Technician,Single,No,5,28,529,2,Master's Degree,1,3,3,3485,2,11,3,0,5,1,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,366,Male,Sales Executive,Married,No,2,29,1210,2,Bachelor's Degree,1,2,2,6644,2,19,3,2,10,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,367,Male,Healthcare Representative,Married,No,2,31,1463,23,Bachelor's Degree,2,2,4,5582,0,21,4,1,10,3,0,7,8
No,Non-Travel,25 - 34,1,Current Employees,R&D,Life Sciences,369,Male,Healthcare Representative,Divorced,No,2,25,675,5,Associates Degree,2,4,1,4000,1,12,3,2,6,3,3,1,5
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,372,Male,Healthcare Representative,Married,Yes,2,45,1385,20,Associates Degree,3,3,4,13496,0,14,3,0,21,3,7,4,10
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,373,Male,Laboratory Technician,Married,No,4,36,1403,6,Bachelor's Degree,4,3,4,3210,0,11,3,1,16,3,13,10,11
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Medical,374,Male,Manager,Single,Yes,2,55,452,1,Bachelor's Degree,4,3,1,19045,0,14,3,0,37,3,10,4,13
Yes,Non-Travel,45 - 54,0,Ex-Employees,R&D,Life Sciences,376,Male,Manager,Married,Yes,2,47,666,29,Master's Degree,1,3,2,11849,1,12,3,1,10,2,7,9,9
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,377,Male,Research Scientist,Married,No,3,28,1158,9,Bachelor's Degree,4,3,4,2070,1,23,4,1,5,2,2,0,4
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Medical,378,Male,Sales Executive,Married,No,5,37,228,6,Master's Degree,3,3,4,6502,4,14,3,1,7,4,4,0,1
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Medical,379,Male,Research Scientist,Single,No,4,21,996,3,Associates Degree,4,2,3,3230,1,17,3,0,3,4,2,1,0
No,Non-Travel,35 - 44,1,Current Employees,R&D,Medical,380,Female,Research Director,Divorced,Yes,2,37,728,1,Master's Degree,1,3,4,13603,2,18,3,2,15,3,2,0,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,381,Female,Manager,Divorced,No,6,35,1315,22,Bachelor's Degree,2,4,2,11996,7,18,3,1,10,2,7,6,2
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Medical,382,Female,Sales Executive,Divorced,Yes,3,38,322,7,Associates Degree,1,4,1,5605,1,24,4,1,8,3,0,7,7
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,384,Female,Manufacturing Director,Divorced,No,6,26,1479,1,Bachelor's Degree,3,3,2,6397,1,20,4,1,6,1,5,1,4
